comuna,ica,fecha,id
comuna 1,89,2024-06-23,15415
comuna 14,62,2024-06-25,21956
comuna 6,68,2024-01-30,31821
comuna 9,28,2024-06-23,18391
comuna 12,86,2024-07-31,10407
comuna 9,88,2024-06-23,39010
comuna 9,86,2024-01-30,39643
comuna 9,54,2024-06-25,47059
comuna 7,59,2024-06-23,15350
comuna 5,75,2024-07-31,14969
comuna 10,94,2024-07-31,27344
comuna 7,24,2024-06-25,35914
comuna 1,45,2024-07-31,9465
comuna 14,14,2024-06-23,14433
comuna 3,33,2024-06-25,37193
comuna 3,91,2024-06-25,37441
comuna 5,69,2024-07-31,30152
comuna 1,12,2024-06-25,10924
comuna 14,98,2024-01-30,49267
comuna 13,82,2024-06-25,37512
comuna 14,70,2024-01-30,35165
comuna 14,10,2024-06-25,2735
comuna 3,64,2024-07-31,24656
comuna 14,92,2024-01-30,15197
comuna 14,86,2024-06-25,11287
comuna 8,31,2024-07-31,30667
comuna 16,100,2024-06-25,40367
comuna 16,80,2024-01-30,39074
comuna 3,62,2024-06-23,17839
comuna 4,30,2024-06-23,35070
comuna 16,43,2024-01-30,23
comuna 14,11,2024-06-25,16464
comuna 9,33,2024-06-25,34017
comuna 8,38,2024-06-23,47639
comuna 6,19,2024-06-23,3237
comuna 7,73,2024-07-31,39329
comuna 6,55,2024-01-30,24284
comuna 15,19,2024-01-30,27241
comuna 13,71,2024-06-23,19601
comuna 16,97,2024-06-25,47944
comuna 1,31,2024-07-31,18856
comuna 11,43,2024-07-31,23782
comuna 10,19,2024-06-23,9410
comuna 8,52,2024-07-31,3669
comuna 13,50,2024-01-30,7672
comuna 5,57,2024-01-30,21325
comuna 7,62,2024-07-31,22010
comuna 8,96,2024-01-30,42076
comuna 10,56,2024-06-25,6245
comuna 5,94,2024-06-25,40830
comuna 11,77,2024-06-25,26907
comuna 16,73,2024-06-23,26374
comuna 2,100,2024-06-25,10645
comuna 8,16,2024-06-25,32912
comuna 4,39,2024-07-31,6458
comuna 2,82,2024-06-23,30767
comuna 9,60,2024-06-25,5868
comuna 2,72,2024-01-30,48243
comuna 10,34,2024-07-31,29793
comuna 4,46,2024-06-25,38738
comuna 5,92,2024-06-23,7020
comuna 10,21,2024-06-23,10383
comuna 13,77,2024-07-31,41376
comuna 13,92,2024-06-23,14439
comuna 12,74,2024-01-30,20890
comuna 3,76,2024-06-23,49252
comuna 9,11,2024-07-31,10342
comuna 14,21,2024-07-31,20581
comuna 9,89,2024-07-31,36360
comuna 9,70,2024-06-23,2818
comuna 2,31,2024-06-25,26365
comuna 9,72,2024-01-30,25928
comuna 16,74,2024-06-25,41394
comuna 15,18,2024-01-30,13770
comuna 15,54,2024-06-25,38093
comuna 9,23,2024-01-30,2564
comuna 1,66,2024-01-30,41824
comuna 10,94,2024-06-25,23657
comuna 4,81,2024-07-31,42289
comuna 9,32,2024-06-23,41841
comuna 4,56,2024-01-30,10694
comuna 13,18,2024-07-31,15018
comuna 11,65,2024-01-30,1859
comuna 1,61,2024-07-31,36129
comuna 1,36,2024-07-31,3258
comuna 7,83,2024-06-23,19307
comuna 13,91,2024-06-25,35203
comuna 10,55,2024-06-23,11108
comuna 15,34,2024-01-30,9473
comuna 12,55,2024-01-30,43368
comuna 1,16,2024-06-25,43586
comuna 5,58,2024-06-25,20813
comuna 6,17,2024-06-23,28890
comuna 7,93,2024-07-31,20779
comuna 2,36,2024-01-30,30768
comuna 14,98,2024-01-30,30447
comuna 7,74,2024-01-30,46879
comuna 1,83,2024-01-30,23640
comuna 5,16,2024-06-25,22140
comuna 3,28,2024-07-31,7563
comuna 8,86,2024-07-31,14923
comuna 15,98,2024-07-31,3882
comuna 7,76,2024-07-31,25597
comuna 8,10,2024-07-31,17722
comuna 5,40,2024-01-30,2504
comuna 3,20,2024-07-31,10361
comuna 8,16,2024-01-30,42464
comuna 12,45,2024-07-31,32561
comuna 14,40,2024-07-31,22598
comuna 6,91,2024-06-23,3180
comuna 8,97,2024-06-25,10201
comuna 2,19,2024-06-23,45893
comuna 7,15,2024-01-30,18233
comuna 10,75,2024-06-23,34376
comuna 4,75,2024-07-31,34794
comuna 9,59,2024-06-23,4531
comuna 14,69,2024-07-31,13383
comuna 9,96,2024-07-31,49957
comuna 10,67,2024-06-25,41748
comuna 6,98,2024-07-31,3889
comuna 12,20,2024-01-30,11055
comuna 11,86,2024-06-23,23331
comuna 13,26,2024-06-25,42630
comuna 1,83,2024-07-31,742
comuna 16,86,2024-01-30,31531
comuna 3,33,2024-01-30,15136
comuna 16,88,2024-06-23,29517
comuna 9,62,2024-07-31,11558
comuna 5,53,2024-06-25,45272
comuna 12,15,2024-01-30,15352
comuna 15,48,2024-01-30,37733
comuna 4,34,2024-06-23,46985
comuna 16,24,2024-06-23,40038
comuna 9,83,2024-01-30,47038
comuna 3,15,2024-06-25,42063
comuna 3,25,2024-07-31,48611
comuna 11,97,2024-07-31,19848
comuna 1,66,2024-07-31,46247
comuna 2,56,2024-01-30,26292
comuna 8,43,2024-01-30,23483
comuna 10,67,2024-06-23,47580
comuna 3,24,2024-07-31,23479
comuna 7,27,2024-06-25,380
comuna 6,89,2024-06-23,12892
comuna 11,32,2024-01-30,41497
comuna 16,79,2024-07-31,38784
comuna 11,19,2024-07-31,31239
comuna 7,14,2024-07-31,7771
comuna 1,62,2024-01-30,32676
comuna 1,84,2024-06-23,10988
comuna 12,18,2024-06-25,45746
comuna 11,18,2024-06-25,21511
comuna 13,39,2024-07-31,43845
comuna 14,14,2024-01-30,39988
comuna 4,77,2024-07-31,47075
comuna 4,28,2024-06-25,32693
comuna 7,10,2024-01-30,4938
comuna 1,65,2024-06-23,40403
comuna 2,69,2024-07-31,49811
comuna 14,15,2024-01-30,45883
comuna 5,16,2024-01-30,46915
comuna 4,34,2024-06-25,35080
comuna 3,14,2024-06-25,372
comuna 11,92,2024-06-25,20893
comuna 15,19,2024-06-25,33994
comuna 13,68,2024-01-30,2432
comuna 7,88,2024-07-31,45133
comuna 12,84,2024-07-31,4352
comuna 10,49,2024-07-31,21254
comuna 16,79,2024-01-30,33615
comuna 7,26,2024-06-25,32951
comuna 14,82,2024-06-25,20974
comuna 12,28,2024-07-31,6703
comuna 5,98,2024-07-31,38034
comuna 15,19,2024-07-31,7377
comuna 13,36,2024-06-25,16991
comuna 13,69,2024-01-30,27219
comuna 2,15,2024-01-30,34583
comuna 4,54,2024-06-25,48401
comuna 9,10,2024-01-30,423
comuna 11,40,2024-06-23,33383
comuna 9,64,2024-06-23,29479
comuna 8,23,2024-06-25,19631
comuna 11,56,2024-01-30,12362
comuna 13,44,2024-07-31,10674
comuna 1,62,2024-01-30,1450
comuna 1,71,2024-01-30,2785
comuna 13,22,2024-06-25,11238
comuna 6,26,2024-06-23,28117
comuna 3,68,2024-06-25,43841
comuna 12,46,2024-06-23,31020
comuna 2,13,2024-06-25,19867
comuna 11,71,2024-07-31,24128
comuna 1,45,2024-07-31,40356
comuna 3,42,2024-01-30,15575
comuna 13,91,2024-07-31,434
comuna 11,78,2024-06-25,41916
comuna 2,24,2024-06-25,45956
comuna 12,81,2024-06-25,1393
comuna 11,18,2024-06-23,14516
comuna 4,13,2024-01-30,30877
comuna 13,70,2024-06-23,49488
comuna 13,100,2024-06-25,13462
comuna 11,66,2024-01-30,17959
comuna 16,11,2024-06-25,32028
comuna 1,68,2024-06-23,42190
comuna 7,93,2024-06-23,48655
comuna 15,46,2024-07-31,25042
comuna 7,34,2024-06-25,35427
comuna 13,85,2024-06-23,39192
comuna 4,94,2024-07-31,26760
comuna 10,93,2024-07-31,13530
comuna 4,30,2024-06-23,26469
comuna 2,41,2024-01-30,5415
comuna 12,56,2024-01-30,816
comuna 4,54,2024-06-23,19045
comuna 5,98,2024-06-25,1822
comuna 3,66,2024-01-30,21532
comuna 2,54,2024-01-30,5589
comuna 7,12,2024-01-30,44777
comuna 8,37,2024-06-25,44533
comuna 6,98,2024-06-23,5356
comuna 16,52,2024-06-25,339
comuna 13,12,2024-01-30,29230
comuna 11,63,2024-07-31,32049
comuna 11,34,2024-01-30,12660
comuna 6,29,2024-06-25,36561
comuna 4,54,2024-01-30,828
comuna 1,58,2024-01-30,40061
comuna 5,59,2024-01-30,19895
comuna 5,13,2024-06-25,15975
comuna 13,89,2024-06-23,21481
comuna 9,60,2024-06-23,19272
comuna 10,79,2024-06-25,13050
comuna 6,15,2024-06-25,36603
comuna 3,68,2024-07-31,39419
comuna 9,52,2024-01-30,28792
comuna 9,58,2024-01-30,25811
comuna 10,52,2024-07-31,10648
comuna 16,52,2024-07-31,46341
comuna 7,38,2024-06-25,46486
comuna 3,55,2024-07-31,22540
comuna 15,15,2024-06-23,24020
comuna 16,76,2024-06-23,49056
comuna 3,97,2024-01-30,1985
comuna 10,65,2024-01-30,26028
comuna 15,68,2024-07-31,35434
comuna 13,67,2024-01-30,14162
comuna 13,50,2024-01-30,47826
comuna 16,45,2024-06-23,22100
comuna 11,28,2024-01-30,16260
comuna 11,94,2024-07-31,11700
comuna 13,75,2024-07-31,31974
comuna 15,69,2024-07-31,39977
comuna 1,31,2024-07-31,4122
comuna 5,49,2024-06-23,46018
comuna 13,21,2024-06-25,40479
comuna 13,13,2024-06-23,31499
comuna 4,45,2024-07-31,32861
comuna 1,60,2024-07-31,35179
comuna 6,99,2024-06-25,40696
comuna 3,28,2024-01-30,41176
comuna 7,82,2024-06-23,23375
comuna 2,90,2024-06-23,46345
comuna 2,79,2024-07-31,4794
comuna 2,95,2024-06-25,39537
comuna 2,76,2024-06-25,28288
comuna 5,13,2024-06-25,15631
comuna 6,56,2024-06-23,35036
comuna 16,57,2024-01-30,39690
comuna 5,93,2024-07-31,45032
comuna 15,39,2024-01-30,17472
comuna 16,21,2024-01-30,35988
comuna 11,82,2024-01-30,47594
comuna 2,67,2024-07-31,11931
comuna 6,38,2024-06-25,18
comuna 6,20,2024-06-23,22838
comuna 11,74,2024-07-31,10395
comuna 5,77,2024-01-30,38780
comuna 15,59,2024-06-23,42221
comuna 2,47,2024-07-31,35541
comuna 11,70,2024-06-23,34000
comuna 10,88,2024-06-23,17649
comuna 11,18,2024-06-25,22531
comuna 6,40,2024-06-23,42818
comuna 4,86,2024-06-23,16647
comuna 1,98,2024-07-31,35924
comuna 1,43,2024-06-25,26649
comuna 1,22,2024-01-30,16329
comuna 15,29,2024-06-23,11482
comuna 1,24,2024-07-31,9023
comuna 7,60,2024-06-25,14843
comuna 2,77,2024-07-31,9254
comuna 6,86,2024-01-30,18721
comuna 4,66,2024-06-25,35121
comuna 16,91,2024-07-31,36531
comuna 11,37,2024-06-25,21950
comuna 7,73,2024-01-30,39015
comuna 5,64,2024-06-25,19490
comuna 11,57,2024-06-23,11396
comuna 12,10,2024-01-30,25345
comuna 15,13,2024-06-25,25111
comuna 3,81,2024-06-23,39634
comuna 12,78,2024-01-30,5297
comuna 12,51,2024-06-23,38825
comuna 11,53,2024-06-25,5675
comuna 7,10,2024-06-23,12186
comuna 14,50,2024-06-23,30059
comuna 4,34,2024-07-31,41954
comuna 10,29,2024-06-25,25195
comuna 11,34,2024-06-23,10914
comuna 12,69,2024-06-25,15519
comuna 16,43,2024-07-31,29733
comuna 3,44,2024-06-25,12089
comuna 2,32,2024-06-23,35670
comuna 8,59,2024-07-31,23464
comuna 15,37,2024-07-31,42058
comuna 16,64,2024-07-31,33447
comuna 12,83,2024-06-23,36010
comuna 15,10,2024-06-25,29101
comuna 14,56,2024-06-23,9630
comuna 14,21,2024-01-30,158
comuna 12,49,2024-06-23,15371
comuna 9,56,2024-06-23,34634
comuna 3,18,2024-06-23,46911
comuna 9,72,2024-06-23,45807
comuna 1,23,2024-06-25,36090
comuna 11,11,2024-01-30,32166
comuna 14,81,2024-01-30,41611
comuna 13,80,2024-06-25,28267
comuna 15,88,2024-07-31,19625
comuna 9,94,2024-01-30,31828
comuna 4,87,2024-06-25,16588
comuna 9,91,2024-06-23,15089
comuna 3,88,2024-06-25,33965
comuna 3,33,2024-06-23,37659
comuna 9,67,2024-06-23,18718
comuna 13,43,2024-01-30,19051
comuna 15,75,2024-06-23,24764
comuna 7,87,2024-01-30,13625
comuna 6,79,2024-01-30,45161
comuna 10,91,2024-06-25,8727
comuna 14,97,2024-07-31,13742
comuna 15,23,2024-01-30,3514
comuna 15,25,2024-07-31,11082
comuna 5,33,2024-01-30,32895
comuna 5,53,2024-06-25,31739
comuna 13,48,2024-06-23,23118
comuna 4,48,2024-06-23,34096
comuna 12,54,2024-06-23,1548
comuna 15,98,2024-07-31,41150
comuna 6,63,2024-06-23,42623
comuna 8,23,2024-06-25,3572
comuna 8,79,2024-01-30,11496
comuna 5,11,2024-07-31,38586
comuna 10,21,2024-06-25,19221
comuna 4,99,2024-01-30,17527
comuna 4,94,2024-06-25,46355
comuna 5,15,2024-06-23,21115
comuna 3,24,2024-06-25,11993
comuna 14,85,2024-07-31,19970
comuna 14,51,2024-01-30,27796
comuna 1,34,2024-06-25,13532
comuna 7,26,2024-01-30,22630
comuna 6,92,2024-07-31,37147
comuna 3,44,2024-01-30,26096
comuna 15,42,2024-06-23,39434
comuna 4,81,2024-07-31,34197
comuna 13,32,2024-07-31,171
comuna 16,67,2024-06-23,1076
comuna 15,42,2024-07-31,6503
comuna 14,71,2024-06-25,31203
comuna 16,41,2024-06-23,26894
comuna 10,83,2024-07-31,17554
comuna 6,88,2024-06-23,25893
comuna 15,93,2024-06-23,4510
comuna 13,36,2024-07-31,32062
comuna 2,71,2024-06-23,39216
comuna 2,82,2024-06-25,9808
comuna 1,42,2024-06-25,9790
comuna 13,40,2024-06-25,43045
comuna 15,64,2024-01-30,17478
comuna 1,63,2024-06-25,12907
comuna 15,45,2024-01-30,9005
comuna 5,14,2024-06-25,48373
comuna 16,62,2024-01-30,14933
comuna 6,12,2024-07-31,11858
comuna 12,91,2024-01-30,43279
comuna 1,25,2024-06-25,3338
comuna 14,96,2024-06-25,49228
comuna 4,97,2024-01-30,39466
comuna 11,42,2024-06-23,28377
comuna 5,59,2024-07-31,11293
comuna 1,32,2024-06-23,9688
comuna 8,65,2024-07-31,32879
comuna 6,61,2024-07-31,44644
comuna 5,84,2024-06-25,458
comuna 3,14,2024-06-25,11816
comuna 10,83,2024-06-23,16652
comuna 7,20,2024-06-23,34635
comuna 5,55,2024-06-25,46440
comuna 15,54,2024-07-31,19309
comuna 10,39,2024-07-31,32655
comuna 13,29,2024-06-23,30388
comuna 11,74,2024-07-31,999
comuna 15,56,2024-01-30,29532
comuna 6,83,2024-06-23,36098
comuna 7,70,2024-07-31,20233
comuna 14,99,2024-06-25,46581
comuna 15,48,2024-06-25,40867
comuna 12,19,2024-06-23,8662
comuna 5,25,2024-07-31,13577
comuna 16,95,2024-01-30,33675
comuna 2,66,2024-06-25,1926
comuna 14,85,2024-06-23,44889
comuna 8,44,2024-06-23,2547
comuna 2,68,2024-07-31,28521
comuna 12,20,2024-01-30,11817
comuna 11,15,2024-06-25,901
comuna 9,77,2024-07-31,38005
comuna 10,71,2024-07-31,8194
comuna 5,54,2024-06-25,14650
comuna 12,63,2024-06-23,34433
comuna 6,70,2024-06-25,6152
comuna 15,13,2024-06-23,41673
comuna 10,28,2024-06-25,6548
comuna 14,12,2024-06-25,46965
comuna 14,12,2024-06-23,16357
comuna 12,52,2024-07-31,34817
comuna 16,92,2024-07-31,27492
comuna 3,37,2024-06-25,25349
comuna 5,93,2024-01-30,30365
comuna 1,63,2024-06-23,19556
comuna 4,20,2024-06-23,46224
comuna 10,44,2024-06-23,8297
comuna 12,80,2024-06-23,42097
comuna 6,91,2024-07-31,41249
comuna 12,42,2024-01-30,6333
comuna 11,95,2024-07-31,4688
comuna 4,85,2024-06-23,42578
comuna 1,88,2024-01-30,18701
comuna 3,13,2024-01-30,21449
comuna 4,91,2024-06-25,15277
comuna 13,59,2024-01-30,29556
comuna 10,68,2024-06-25,32491
comuna 2,24,2024-06-23,42732
comuna 7,100,2024-01-30,36722
comuna 16,31,2024-07-31,8194
comuna 2,43,2024-07-31,43382
comuna 4,31,2024-01-30,44487
comuna 5,57,2024-06-23,39268
comuna 7,73,2024-01-30,26809
comuna 1,66,2024-06-23,13743
comuna 4,37,2024-07-31,28715
comuna 13,18,2024-01-30,22087
comuna 4,47,2024-06-25,35508
comuna 9,45,2024-06-23,46735
comuna 1,61,2024-07-31,29729
comuna 4,65,2024-06-23,2322
comuna 12,63,2024-06-23,34115
comuna 16,11,2024-01-30,29351
comuna 1,33,2024-06-23,12921
comuna 12,66,2024-06-25,20890
comuna 10,20,2024-07-31,20752
comuna 16,48,2024-01-30,21483
comuna 13,74,2024-07-31,36981
comuna 1,50,2024-01-30,38535
comuna 15,41,2024-01-30,34280
comuna 15,72,2024-06-25,48065
comuna 16,21,2024-01-30,39192
comuna 5,65,2024-01-30,25299
comuna 16,84,2024-07-31,46929
comuna 8,95,2024-07-31,15012
comuna 15,87,2024-06-23,37739
comuna 10,52,2024-06-25,14153
comuna 13,98,2024-06-25,46438
comuna 8,30,2024-06-23,45207
comuna 6,46,2024-01-30,13735
comuna 7,75,2024-07-31,13424
comuna 8,88,2024-06-25,44241
comuna 1,72,2024-01-30,37344
comuna 14,99,2024-01-30,43167
comuna 13,33,2024-06-23,39760
comuna 9,70,2024-07-31,37279
comuna 2,71,2024-07-31,27767
comuna 14,68,2024-07-31,7270
comuna 12,37,2024-06-25,22442
comuna 5,86,2024-06-23,30636
comuna 14,67,2024-07-31,37667
comuna 1,39,2024-01-30,39463
comuna 9,99,2024-06-23,46516
comuna 13,46,2024-01-30,43384
comuna 3,38,2024-06-23,31182
comuna 3,10,2024-06-25,11827
comuna 2,85,2024-07-31,9096
comuna 8,13,2024-06-23,38208
comuna 13,40,2024-06-25,41039
comuna 13,77,2024-07-31,7565
comuna 6,83,2024-01-30,30800
comuna 7,83,2024-06-23,32477
comuna 5,93,2024-06-25,32756
comuna 9,67,2024-01-30,33183
comuna 6,21,2024-06-25,39804
comuna 13,24,2024-06-25,444
comuna 7,49,2024-06-23,47815
comuna 5,43,2024-01-30,47465
comuna 7,31,2024-06-23,47009
comuna 6,52,2024-07-31,11146
comuna 8,57,2024-01-30,14296
comuna 6,16,2024-01-30,27924
comuna 16,34,2024-07-31,28266
comuna 8,67,2024-01-30,44937
comuna 11,40,2024-01-30,13992
comuna 12,55,2024-01-30,48095
comuna 5,90,2024-01-30,19302
comuna 3,65,2024-06-25,14431
comuna 15,30,2024-06-23,11146
comuna 1,41,2024-01-30,2362
comuna 16,46,2024-06-25,37499
comuna 14,24,2024-06-23,28907
comuna 5,65,2024-01-30,38186
comuna 15,89,2024-06-23,38436
comuna 5,17,2024-06-25,36729
comuna 5,42,2024-01-30,12968
comuna 8,59,2024-06-25,13944
comuna 1,38,2024-07-31,16681
comuna 15,66,2024-01-30,35860
comuna 16,76,2024-06-25,10111
comuna 9,28,2024-01-30,9830
comuna 14,63,2024-06-25,47738
comuna 9,32,2024-06-23,30061
comuna 9,56,2024-06-23,19791
comuna 4,65,2024-06-23,16198
comuna 9,47,2024-07-31,21884
comuna 16,53,2024-06-25,4757
comuna 15,58,2024-07-31,38596
comuna 1,57,2024-06-23,45183
comuna 12,10,2024-07-31,8185
comuna 3,22,2024-06-25,47433
comuna 5,81,2024-06-23,14543
comuna 2,46,2024-06-23,2119
comuna 8,25,2024-06-23,33993
comuna 14,45,2024-06-25,33548
comuna 9,14,2024-01-30,41371
comuna 9,44,2024-06-23,34806
comuna 8,75,2024-06-23,17947
comuna 5,32,2024-07-31,44284
comuna 14,67,2024-01-30,21670
comuna 10,38,2024-07-31,31019
comuna 10,70,2024-07-31,16418
comuna 8,90,2024-06-25,43764
comuna 14,19,2024-06-23,24737
comuna 9,69,2024-01-30,4940
comuna 11,10,2024-06-23,11432
comuna 16,36,2024-01-30,27175
comuna 9,65,2024-07-31,45369
comuna 12,94,2024-07-31,7396
comuna 6,14,2024-01-30,32838
comuna 2,37,2024-06-25,20340
comuna 3,61,2024-01-30,10321
comuna 14,24,2024-06-23,30253
comuna 16,97,2024-06-25,11550
comuna 16,28,2024-06-23,14688
comuna 8,25,2024-07-31,30886
comuna 9,95,2024-06-25,32082
comuna 12,60,2024-06-23,35456
comuna 13,47,2024-01-30,47790
comuna 2,89,2024-07-31,37108
comuna 2,21,2024-06-23,511
comuna 5,33,2024-07-31,6442
comuna 3,25,2024-06-25,44542
comuna 10,78,2024-07-31,3780
comuna 15,100,2024-07-31,35511
comuna 8,91,2024-01-30,47855
comuna 4,39,2024-06-23,49197
comuna 4,77,2024-06-25,26556
comuna 7,79,2024-07-31,39807
comuna 2,56,2024-06-23,29763
comuna 13,33,2024-01-30,41532
comuna 6,91,2024-01-30,30559
comuna 9,50,2024-06-25,16768
comuna 15,87,2024-06-23,24948
comuna 14,79,2024-06-23,32155
comuna 11,61,2024-06-25,29761
comuna 11,61,2024-06-25,49087
comuna 5,37,2024-06-23,26588
comuna 10,82,2024-07-31,43059
comuna 12,40,2024-06-23,14975
comuna 6,63,2024-06-25,49604
comuna 9,73,2024-01-30,47904
comuna 13,59,2024-06-23,4358
comuna 9,54,2024-06-23,35287
comuna 13,96,2024-07-31,42081
comuna 7,75,2024-06-25,5129
comuna 2,85,2024-01-30,45184
comuna 13,75,2024-06-23,35593
comuna 14,86,2024-06-23,7482
comuna 5,29,2024-06-25,11398
comuna 10,45,2024-06-25,7717
comuna 1,22,2024-07-31,13172
comuna 9,65,2024-01-30,40370
comuna 1,89,2024-07-31,7113
comuna 15,95,2024-06-25,14513
comuna 15,92,2024-07-31,35311
comuna 5,57,2024-07-31,5611
comuna 7,46,2024-06-23,26888
comuna 12,47,2024-06-23,764
comuna 11,88,2024-01-30,44737
comuna 9,27,2024-06-23,25813
comuna 7,69,2024-01-30,24667
comuna 2,35,2024-07-31,49667
comuna 6,59,2024-06-23,49517
comuna 12,62,2024-06-23,10681
comuna 2,67,2024-06-23,32548
comuna 12,88,2024-07-31,32593
comuna 7,45,2024-01-30,38773
comuna 8,66,2024-07-31,11930
comuna 9,20,2024-06-23,16270
comuna 11,88,2024-06-23,32004
comuna 15,87,2024-06-25,14115
comuna 5,68,2024-01-30,28328
comuna 16,16,2024-06-23,3340
comuna 15,98,2024-01-30,20928
comuna 5,95,2024-06-23,2722
comuna 16,98,2024-06-25,42089
comuna 4,90,2024-01-30,18200
comuna 13,16,2024-07-31,35957
comuna 7,81,2024-06-25,11638
comuna 9,18,2024-06-23,44752
comuna 10,43,2024-06-25,32206
comuna 14,61,2024-06-25,41424
comuna 14,50,2024-06-25,21041
comuna 6,22,2024-07-31,26020
comuna 10,15,2024-01-30,49599
comuna 8,17,2024-06-25,45203
comuna 2,11,2024-07-31,35513
comuna 13,33,2024-01-30,760
comuna 8,71,2024-07-31,48183
comuna 1,96,2024-01-30,39048
comuna 3,10,2024-01-30,41219
comuna 3,30,2024-07-31,16404
comuna 16,25,2024-06-23,39285
comuna 1,84,2024-01-30,14719
comuna 8,94,2024-06-25,580
comuna 7,78,2024-01-30,4776
comuna 14,67,2024-01-30,2288
comuna 1,30,2024-07-31,2699
comuna 2,44,2024-07-31,19238
comuna 12,62,2024-06-23,36130
comuna 6,93,2024-01-30,35530
comuna 6,86,2024-01-30,49452
comuna 2,71,2024-06-23,48721
comuna 9,81,2024-07-31,44663
comuna 10,40,2024-06-23,30519
comuna 4,38,2024-07-31,35460
comuna 3,78,2024-07-31,18556
comuna 15,23,2024-06-23,38346
comuna 15,41,2024-01-30,2880
comuna 7,91,2024-01-30,11030
comuna 2,97,2024-06-23,700
comuna 2,23,2024-01-30,30795
comuna 11,95,2024-07-31,36185
comuna 3,64,2024-01-30,32426
comuna 16,38,2024-06-25,44848
comuna 7,17,2024-06-23,37715
comuna 3,34,2024-06-23,23579
comuna 10,56,2024-07-31,39649
comuna 15,80,2024-06-23,31352
comuna 2,13,2024-06-23,47660
comuna 10,50,2024-06-23,15175
comuna 6,90,2024-06-23,39085
comuna 11,69,2024-07-31,47012
comuna 12,87,2024-07-31,26044
comuna 16,34,2024-01-30,1725
comuna 15,86,2024-01-30,33740
comuna 10,71,2024-07-31,13035
comuna 16,17,2024-07-31,28053
comuna 8,48,2024-07-31,24269
comuna 2,94,2024-06-23,29293
comuna 12,77,2024-06-23,49583
comuna 16,48,2024-07-31,45808
comuna 7,65,2024-07-31,25084
comuna 15,31,2024-07-31,36062
comuna 13,76,2024-06-25,21771
comuna 14,38,2024-06-25,26707
comuna 1,64,2024-07-31,10941
comuna 4,66,2024-06-23,2773
comuna 8,76,2024-01-30,28114
comuna 6,96,2024-06-23,16470
comuna 9,75,2024-06-23,11571
comuna 4,21,2024-06-25,20605
comuna 8,44,2024-07-31,36541
comuna 3,13,2024-06-23,7209
comuna 16,51,2024-06-25,12212
comuna 6,55,2024-07-31,23726
comuna 9,30,2024-06-25,47570
comuna 7,75,2024-06-23,38624
comuna 2,91,2024-01-30,13154
comuna 3,61,2024-06-25,4338
comuna 11,30,2024-06-25,34751
comuna 2,65,2024-07-31,4725
comuna 13,53,2024-01-30,2458
comuna 7,50,2024-06-23,39769
comuna 1,33,2024-06-25,33231
comuna 4,72,2024-07-31,37517
comuna 6,28,2024-01-30,2773
comuna 11,19,2024-07-31,36373
comuna 8,38,2024-07-31,1067
comuna 10,38,2024-07-31,37181
comuna 3,18,2024-07-31,27067
comuna 4,83,2024-06-23,3750
comuna 10,78,2024-07-31,45337
comuna 1,90,2024-01-30,30946
comuna 3,26,2024-06-25,29980
comuna 1,74,2024-01-30,44159
comuna 6,36,2024-01-30,42490
comuna 1,17,2024-06-25,6880
comuna 2,36,2024-01-30,32516
comuna 15,73,2024-06-23,1457
comuna 2,83,2024-07-31,32252
comuna 7,10,2024-06-23,26732
comuna 14,87,2024-01-30,46152
comuna 2,48,2024-01-30,14257
comuna 11,59,2024-07-31,11714
comuna 16,87,2024-06-25,18717
comuna 9,77,2024-07-31,37005
comuna 7,54,2024-01-30,35790
comuna 9,90,2024-07-31,27080
comuna 13,35,2024-07-31,35660
comuna 11,21,2024-06-23,9977
comuna 15,70,2024-06-25,7369
comuna 14,42,2024-06-25,15627
comuna 11,46,2024-07-31,10060
comuna 3,19,2024-06-23,13447
comuna 9,78,2024-06-23,35080
comuna 4,83,2024-06-25,10083
comuna 5,76,2024-06-23,3779
comuna 6,57,2024-07-31,27341
comuna 5,18,2024-06-23,19253
comuna 8,66,2024-06-23,35462
comuna 16,58,2024-07-31,20088
comuna 5,80,2024-01-30,43147
comuna 7,38,2024-06-23,26873
comuna 13,36,2024-07-31,19442
comuna 11,43,2024-07-31,19302
comuna 15,57,2024-07-31,25325
comuna 13,64,2024-07-31,11678
comuna 4,83,2024-06-25,28971
comuna 3,65,2024-06-23,41126
comuna 8,78,2024-06-25,38235
comuna 15,45,2024-07-31,21955
comuna 6,35,2024-06-25,10652
comuna 2,31,2024-01-30,41174
comuna 5,79,2024-07-31,2056
comuna 3,39,2024-07-31,31338
comuna 9,84,2024-07-31,2137
comuna 11,82,2024-07-31,17265
comuna 5,59,2024-06-25,3745
comuna 4,60,2024-01-30,7731
comuna 6,71,2024-01-30,15752
comuna 7,28,2024-01-30,28768
comuna 12,58,2024-06-23,16529
comuna 15,41,2024-06-25,28721
comuna 2,31,2024-01-30,46849
comuna 8,49,2024-06-23,19390
comuna 2,31,2024-06-23,48237
comuna 4,88,2024-06-23,14046
comuna 16,45,2024-07-31,22354
comuna 4,79,2024-01-30,21635
comuna 11,39,2024-06-23,45900
comuna 16,71,2024-06-23,5587
comuna 3,63,2024-07-31,38527
comuna 4,73,2024-06-25,10148
comuna 9,72,2024-07-31,31058
comuna 15,24,2024-01-30,13584
comuna 14,56,2024-07-31,13027
comuna 2,31,2024-01-30,2721
comuna 1,23,2024-07-31,1147
